"Title","Subtitle","CELEX number","Current consolidated version","Latest consolidated version","Publication Reference",
"84/454/ECSC: Commission Decision of 6 September 1984 approving aids from the French Republic to the coal-mining industry during 1983 and approving additional aids from the French Republic to the coal-mining industry during 1982 (Only the French text is authentic)","","31984D0454","","","OJ L 255, 25/09/1984, p. 18–21
		 (DA, DE, EL, EN, FR, IT, NL)",
"84/457/ECSC: Commission Decision of 6 September 1984 approving aids from the Kingdom of Belgium to the coal-mining industry during 1983 (Only the French and Dutch texts are authentic)","","31984D0457","","","OJ L 255, 25/09/1984, p. 26–27
		 (DA, DE, EL, EN, FR, IT, NL)",
"Council Regulation (EEC) No 1890/84 of 26 June 1984 introducing special measures of Community interest relating to energy strategy","","31984R1890","","","OJ L 177, 04/07/1984, p. 7–9
		 (DA, DE, EL, EN, FR, IT, NL), This document has been published in a special edition(s) (
           		FI, SV)
		",
"Resolution of the ECSC Consultative Committee on the Commission's review of Member States' energy policies","","31984Y0620(02)","","","OJ C 160, 20/06/1984, p. 2–4
		 (DA, DE, EL, EN, FR, IT, NL)",
"Resolution of the European Coal and Steel Community Consultative Committee on the working programme on solid fuels","","31983Y0716(02)","","","OJ C 191, 16/07/1983, p. 2–3
		 (DA, DE, EL, EN, FR, IT, NL)",
"83/250/EEC: Council Recommendation of 24 May 1983 to the Member States concerning the encouragement of investment in the use of solid fuel in industry","","31983H0250","","","OJ L 140, 31/05/1983, p. 25–25
		 (DA, DE, EL, EN, FR, IT, NL), This document has been published in a special edition(s) (
           		ES, PT)
		",
"83/251/EEC: Council Recommendation of 24 May 1983 to the Member States concerning the encouragement of investment in the use of solid fuel in public buildings and in district heating systems","","31983H0251","","","OJ L 140, 31/05/1983, p. 26–26
		 (DA, DE, EL, EN, FR, IT, NL), This document has been published in a special edition(s) (
           		ES, PT)
		",
"83/230/EEC: Council Recommendation of 21 April 1983 on the methods of forming natural gas prices and tariffs in the Community","","31983H0230","","","OJ L 123, 11/05/1983, p. 40–41
		 (DA, DE, EL, EN, FR, IT, NL), This document has been published in a special edition(s) (
           		ES, PT)
		","Council Regulation (EEC) No 625/83 of 15 March 1983 establishing specific measures of Community interest relating to energy strategy","","31983R0625","","","OJ L 73, 19/03/1983, p. 8–10
		 (DA, DE, EL, EN, FR, IT, NL), This document has been published in a special edition(s) (
           		FI, SV)
		",
"82/307/ECSC: Commission Decision of 28 April 1982 approving aids from the United Kingdom for the coal-mining industry during the 1981/82 financial year (Only the English text is authentic)","","31982D0307","","","OJ L 137, 18/05/1982, p. 22–23
		 (DA, DE, EL, EN, FR, IT, NL)",
"82/304/ECSC: Commission Decision of 28 April 1982 approving aids from the Federal Republic of Germany to the coal-mining industry during 1981 (Only the German text is authentic)","","31982D0304","","","OJ L 137, 18/05/1982, p. 16–17
		 (DA, DE, EL, EN, FR, IT, NL)",
"82/305/ECSC: Commission Decision of 28 April 1982 approving aids from the French Republic to the coal-mining industry during 1981 (Only the French text is authentic)","","31982D0305","","","OJ L 137, 18/05/1982, p. 18–19
		 (DA, DE, EL, EN, FR, IT, NL)",
"82/306/ECSC: Commission Decision of 28 April 1982 approving aids from the Kingdom of Belgium to the coal-mining industry during 1981 (Only the French and Dutch texts are authentic)","","31982D0306","","","OJ L 137, 18/05/1982, p. 20–21
		 (DA, DE, EL, EN, FR, IT, NL)",
"Agreement in the form of an Exchange of Letters between the European Atomic Energy Community (Euratom) and the Government of Canada intended to replace the 'Interim Arrangement concerning enrichment, reprocessing and subsequent storage of nuclear material within the Community and Canada' constituting Annex C of the Agreement in the form of an Exchange of Letters of 16 January 1978 between Euratom and the Government of Canada","","21981A1218(05)","","","OJ L 27, 04/02/1982, p. 25–30
		 (DA, DE, EL, EN, FR, IT, NL), This document has been published in a special edition(s) (
           		ES, PT, CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"81/717/EEC: Commission Decision of 23 July 1981 on a proposal by the Netherlands Government to grant aid for investment in the petrochemical industry (Only the Dutch text is authentic)","","31981D0717","","","OJ L 256, 10/09/1981, p. 26–28
		 (DA, DE, EL, EN, FR, IT, NL)",
"81/646/ECSC: Commission Decision of 10 July 1981 approving aids from the Federal Republic of Germany to the coal-mining industry during 1980 (Only the German text is authentic)","","31981D0646","","","OJ L 233, 19/08/1981, p. 21–23
		 (DA, DE, EL, EN, FR, IT, NL)",
"81/649/ECSC: Commission Decision of 10 July 1981 approving aids from the United Kingdom for the coal-mining industry during the 1980/81 financial year (Only the English text is authentic)","","31981D0649","","","OJ L 233, 19/08/1981, p. 28–29
		 (DA, DE, EL, EN, FR, IT, NL)",
"81/648/ECSC: Commission Decision of 10 July 1981 approving aids from the French Republic to the coal-mining industry during 1980 (Only the French text is authentic)","","31981D0648","","","OJ L 233, 19/08/1981, p. 26–27
		 (DA, DE, EL, EN, FR, IT, NL)","81/647/ECSC: Commission Decision of 10 July 1981 approving aids from the Kingdom of Belgium to the coal-mining industry during 1980 (Only the French and Dutch texts are authentic)","","31981D0647","","","OJ L 233, 19/08/1981, p. 24–25
		 (DA, DE, EL, EN, FR, IT, NL)",
"80/1282/ECSC: Commission Decision of 7 November 1980 approving aids from the United Kingdom for the coal-mining industry during the 1979/80 financial year and approving additional aids from the United Kingdom for the coal-mining industry during the 1978/79 financial year (Only the English text is authentic)","","31980D1282","","","OJ L 377, 31/12/1980, p. 12–15
		 (DA, DE, EN, FR, IT, NL)",
"80/1279/ECSC: Commission Decision of 7 November 1980 approving aids from the Federal Republic of Germany to the coal-mining industry during 1979 (Only the German text is authentic)","","31980D1279","","","OJ L 377, 31/12/1980, p. 3–5
		 (DA, DE, EN, FR, IT, NL)",
"80/1280/ECSC: Commission Decision of 7 November 1980 approving aids from the French Republic to the coal-mining industry during 1979 and approving additional aids from the French Republic to the coal-mining industry during 1978 (Only the French text is authentic)","","31980D1280","","","OJ L 377, 31/12/1980, p. 6–9
		 (DA, DE, EN, FR, IT, NL)",
"80/1281/ECSC: Commission Decision of 7 November 1980 approving aids from the Kingdom of Belgium to the coal-mining industry during 1979 (Only the Dutch and French texts are authentic)","","31980D1281","","","OJ L 377, 31/12/1980, p. 10–11
		 (DA, DE, EN, FR, IT, NL)",
"Council Resolution of 9 June 1980 concerning new lines of action by the Community in the field of energy saving","","31980Y0618(02)","","","OJ C 149, 18/06/1980, p. 3–5
		 (DA, DE, EN, FR, IT, NL), This document has been published in a special edition(s) (
           		ES, PT)
		",
"Council Resolution of 18 February 1980 on fast breeder reactors","","31980Y0229(04)","","","OJ C 51, 29/02/1980, p. 5–6
		 (DA, DE, EN, FR, IT, NL), This document has been published in a special edition(s) (
           		ES, PT)
		",
"79/23/ECSC: Commission Decision of 7 December 1978 approving aids from the United Kingdom for the coal-mining industry during the coal marketing year 1978/79 (Only the English text is authentic)","","31979D0023","","","OJ L 9, 13/01/1979, p. 33–34
		 (DA, DE, EN, FR, IT, NL)",
"79/25/ECSC: Commission Decision of 7 December 1978 approving aids from the Federal Republic of Germany to the coal-mining industry during 1978 (Only the German text is authentic)","","31979D0025","","","OJ L 9, 13/01/1979, p. 37–38
		 (DA, DE, EN, FR, IT, NL)",
"79/24/ECSC: Commission Decision of 7 December 1978 approving aids from the Kingdom of Belgium to the coal-mining industry during 1978 (Only the French and Dutch texts are authentic)","","31979D0024","","","OJ L 9, 13/01/1979, p. 35–36
		 (DA, DE, EN, FR, IT, NL)","79/22/ECSC: Commission Decision of 7 December 1978 approving aids from the French Republic to the coal-mining industry during 1978 (Only the French text is authentic)","","31979D0022","","","OJ L 9, 13/01/1979, p. 31–32
		 (DA, DE, EN, FR, IT, NL)",
"Council Resolution of 20 November 1978 concerning the mutual exchange of information at Community level on the siting of power stations","","31978Y1130(01)","","","OJ C 286, 30/11/1978, p. 1–1
		 (DA, DE, EN, FR, IT, NL), This document has been published in a special edition(s) (
           		EL, ES, PT)
		",
"78/298/ECSC: Commission Decision of 1 March 1978 approving aids from the United Kingdom to the coal-mining industry during the year 1977/78","","31978D0298","","","OJ L 75, 17/03/1978, p. 19–20
		 (DA, DE, EN, FR, IT, NL)",
"78/296/ECSC: Commission Decision of 1 March 1978 approving aids from the Federal Republic of Germany to the coal-mining industry during the year 1977","","31978D0296","","","OJ L 75, 17/03/1978, p. 15–16
		 (DA, DE, EN, FR, IT, NL)",
"78/297/ECSC: Commission Decision of 1 March 1978 approving aids from the Kingdom of Belgium to the coal-mining industry during the year 1977","","31978D0297","","","OJ L 75, 17/03/1978, p. 17–18
		 (DA, DE, EN, FR, IT, NL)",
"78/295/ECSC: Commission Decision of 1 March 1978 approving aids from the French Republic to the coal-mining industry during the year 1977","","31978D0295","","","OJ L 75, 17/03/1978, p. 13–14
		 (DA, DE, EN, FR, IT, NL)",
"Amendment to the Agreement of 6 October 1959, in the form of an exchange of letters, between the European Atomic Energy Community (Euratom) and the Government of Canada for cooperation in the peaceful uses of atomic energy","","21978A0116(01)","1981-12-18","1981-12-18","OJ L 65, 08/03/1978, p. 16–32
		 (DA, DE, EN, FR, IT, NL), This document has been published in a special edition(s) (
           		ES, PT, CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"77/714/EEC: Council Recommendation of 25 October 1977 on the creation in the Member States of advisory bodies or committees to promote combined heat and power production and the exploitation of residual heat","","31977H0714","","","OJ L 295, 18/11/1977, p. 5–6
		 (DA, DE, EN, FR, IT, NL), This document has been published in a special edition(s) (
           		EL, ES, PT)
		",
"77/713/EEC: Council recommendation of 25 October 1977 on the rational use of energy in industrial undertakings","","31977H0713","","","OJ L 295, 18/11/1977, p. 3–4
		 (DA, DE, EN, FR, IT, NL), This document has been published in a special edition(s) (
           		EL, ES, PT)
		",
"77/622/ECSC: Commission Decision of 23 September 1977 approving aids from the United Kingdom to the coal-mining industry during the year 1976/77","","31977D0622","","","OJ L 256, 07/10/1977, p. 28–29
		 (DA, DE, EN, FR, IT, NL)","77/623/ECSC: Commission Decision of 23 September 1977 approving aids from the Federal Republic of Germany to the coal-mining industry during the year 1976","","31977D0623","","","OJ L 256, 07/10/1977, p. 30–32
		 (DA, DE, EN, FR, IT, NL)",
"77/624/ECSC: Commission Decision of 23 September 1977 approving aids from the Kingdom of Belgium to the coal- mining industry during the year 1976","","31977D0624","","","OJ L 256, 07/10/1977, p. 33–34
		 (DA, DE, EN, FR, IT, NL)",
"77/621/ECSC: Commission Decision of 23 September 1977 approving aids from the French Republic to the coal-mining industry during the year 1976","","31977D0621","","","OJ L 256, 07/10/1977, p. 26–27
		 (DA, DE, EN, FR, IT, NL)",
"Council Resolution of 18 July 1977 on advisory committees on research programme management","","31977Y0811(01)","","","OJ C 192, 11/08/1977, p. 1–2
		 (DA, DE, EN, FR, IT, NL), This document has been published in a special edition(s) (
           		EL, ES, PT)
		",
"77/270/Euratom: Council Decision of 29 March 1977 empowering the Commission to issue Euratom loans for the purpose of contributing to the financing of nuclear power stations","","31977D0270","2007-01-01","2007-01-01","OJ L 88, 06/04/1977, p. 9–10
		 (DA, DE, EN, FR, IT, NL), This document has been published in a special edition(s) (
           		EL, ES, PT, CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"77/271/Euratom: Council Decision of 29 March 1977 on the implementation of Decision 77/270/Euratom empowering the Commission to issue Euratom loans for the purpose of contributing to the financing of nuclear power stations","","31977D0271","1990-04-23","1990-04-23","OJ L 88, 06/04/1977, p. 11–11
		 (DA, DE, EN, FR, IT, NL), This document has been published in a special edition(s) (
           		EL, ES, PT, FI, SV, CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"76/495/EEC: Council recommendation of 4 May 1976 on the rational use of energy in urban passenger transport","","31976H0495","","","OJ L 140, 28/05/1976, p. 16–17
		 (DA, DE, EN, FR, IT, NL), This document has been published in a special edition(s) (
           		EL, ES, PT)
		",
"76/492/EEC: Council recommendation of 4 May 1976 on the rational use of energy by promoting the thermal insulation of buildings","","31976H0492","","","OJ L 140, 28/05/1976, p. 11–11
		 (DA, DE, EN, FR, IT, NL), This document has been published in a special edition(s) (
           		EL, ES, PT)
		",
"Cooperation Agreement between the European Atomic Energy Community and the International Atomic Energy Agency","","21975A1201(01)","","","OJ L 329, 23/12/1975, p. 28–29
		 (DA, DE, EN, FR, IT, NL), This document has been published in a special edition(s) (
           		ES, PT, FI, SV, CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"75/782/ECSC: Commission Decision of 24 November 1975 relating to the Mixed Committee on the harmonization of working conditions in the coal industry","","31975D0782","","","OJ L 329, 23/12/1975, p. 35–36
		 (DA, DE, EN, FR, IT, NL), This document has been published in a special edition(s) (
           		ES, PT, FI, SV)
		","Council Resolution of 9 December 1975 setting a short- term target for energy saving 1976/77","","31975Y1217(01)","","","OJ C 289, 17/12/1975, p. 1–2
		 (DA, DE, EN, FR, IT, NL)",
"Council Resolution of 22 July 1975 on the technological problems of nuclear safety","","31975Y0814(01)","","","OJ C 185, 14/08/1975, p. 1–2
		 (DA, DE, EN, FR, IT, NL), This document has been published in a special edition(s) (
           		ES, PT)
		",
